Country,Year,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Drug use disorders (%),Depression (%),Alcohol use disorders (%)
Spain,1994,0.280945,0.960107,0.604526,5.093438,1.174702,3.631979,0.818897
Spain,1995,0.281177,0.960854,0.611023,5.096872,1.182115,3.613517,0.819615
Spain,1996,0.281255,0.961072,0.61661,5.088122,1.19815,3.59628,0.821655
Spain,1997,0.281135,0.960627,0.622586,5.062915,1.23001,3.563349,0.825072
Spain,1998,0.28092,0.959808,0.628657,5.031104,1.269936,3.525654,0.829022
Spain,1999,0.280698,0.958877,0.635242,5.002221,1.308583,3.489747,0.83252
Spain,2000,0.280597,0.958227,0.641094,4.986628,1.33842,3.46722,0.83473
Spain,2001,0.280577,0.960069,0.646348,4.988012,1.360571,3.448446,0.835681
Spain,2002,0.280545,0.965089,0.651692,5.001947,1.384033,3.422318,0.836221
Spain,2003,0.280515,0.97123,0.657759,5.02446,1.4029,3.395532,0.836631
Spain,2004,0.280481,0.976321,0.664298,5.05065,1.418556,3.37311,0.837303
Spain,2005,0.280452,0.978228,0.670521,5.076251,1.428014,3.358963,0.838729
Spain,2006,0.280388,0.97779,0.67939,5.111356,1.428885,3.362961,0.846888
Spain,2007,0.280272,0.977331,0.69088,5.161165,1.422732,3.386968,0.863536
Spain,2008,0.280144,0.976919,0.702688,5.21275,1.414858,3.416201,0.882636
Spain,2009,0.280047,0.976659,0.712882,5.253633,1.408406,3.441262,0.898174
Spain,2010,0.28001,0.976577,0.719542,5.271059,1.40864,3.454534,0.904203
Spain,2011,0.280047,0.976612,0.723788,5.272378,1.412485,3.46059,0.903373
Spain,2012,0.280139,0.976649,0.726458,5.274071,1.417659,3.470575,0.902213
Spain,2013,0.280297,0.976705,0.729313,5.275748,1.42612,3.480882,0.900545
Spain,2014,0.280512,0.976732,0.732196,5.277069,1.43511,3.49155,0.898279
Spain,2015,0.280801,0.976793,0.733379,5.278341,1.446569,3.506859,0.895117
Spain,2016,0.281139,0.976831,0.733354,5.279232,1.456723,3.522661,0.890794
Spain,2017,0.281539,0.976917,0.730626,5.280279,1.468868,3.538359,0.885003
Sri Lanka,1990,0.217358,0.551855,0.106287,3.227724,0.658782,3.73526,0.980074
Sri Lanka,1991,0.217938,0.552623,0.107457,3.232584,0.657393,3.780434,1.007706
Sri Lanka,1992,0.218569,0.553419,0.108438,3.237916,0.657133,3.81467,1.033143
Sri Lanka,1993,0.219219,0.554206,0.109485,3.243452,0.656509,3.838096,1.055281
Sri Lanka,1994,0.219854,0.554957,0.110951,3.249136,0.656967,3.853167,1.072961
Sri Lanka,1995,0.220423,0.55562,0.11242,3.254951,0.656881,3.857782,1.08472
Sri Lanka,1996,0.221146,0.556278,0.114277,3.261862,0.658375,3.844468,1.093025
Sri Lanka,1997,0.222132,0.556966,0.115644,3.270035,0.660401,3.80252,1.1006
Sri Lanka,1998,0.223221,0.557697,0.117706,3.278856,0.662522,3.748261,1.106791
Sri Lanka,1999,0.224231,0.558438,0.11948,3.28742,0.664052,3.693832,1.110919
Sri Lanka,2000,0.224986,0.559191,0.121112,3.295109,0.665437,3.650832,1.112231
Sri Lanka,2001,0.225708,0.560198,0.122498,3.303534,0.666367,3.620192,1.109213
Sri Lanka,2002,0.226651,0.561565,0.124201,3.313774,0.667462,3.591254,1.1022
Sri Lanka,2003,0.227674,0.563049,0.125491,3.324408,0.668915,3.568743,1.092969
Sri Lanka,2004,0.228609,0.564362,0.127251,3.333993,0.670294,3.547071,1.083058
Sri Lanka,2005,0.229266,0.56514,0.128657,3.340156,0.669837,3.530024,1.074248
Sri Lanka,2006,0.22976,0.565502,0.130167,3.343778,0.668992,3.513484,1.065066
Sri Lanka,2007,0.230315,0.565825,0.132116,3.347457,0.667923,3.499119,1.053477
Sri Lanka,2008,0.230904,0.566129,0.134149,3.351073,0.666132,3.485303,1.040652
Sri Lanka,2009,0.231506,0.566423,0.13639,3.354323,0.664592,3.475191,1.027872
Sri Lanka,2010,0.232103,0.566733,0.138608,3.356974,0.663689,3.466103,1.016419
Sri Lanka,2011,0.232732,0.567048,0.141359,3.359212,0.663985,3.461686,1.006076
Sri Lanka,2012,0.233449,0.567368,0.143861,3.361395,0.6636,3.456717,0.995942
Sri Lanka,2013,0.234254,0.56771,0.146334,3.363413,0.664112,3.45255,0.986185
Sri Lanka,2014,0.235121,0.568039,0.14954,3.365168,0.663702,3.449242,0.976719
Sri Lanka,2015,0.236051,0.568386,0.152628,3.366906,0.664022,3.446117,0.967582
Sri Lanka,2016,0.237027,0.568732,0.155748,3.368449,0.664479,3.444301,0.958813
Sri Lanka,2017,0.238045,0.569095,0.159144,3.369917,0.665203,3.44333,0.950453
Sweden,1990,0.281632,1.058855,0.475402,5.314525,0.539192,4.691271,1.823355
Sweden,1991,0.281884,1.059531,0.475117,5.317656,0.531347,4.68566,1.913882
Sweden,1992,0.282081,1.060146,0.47531,5.320485,0.526252,4.67832,1.979952
Sweden,1993,0.282216,1.060701,0.475543,5.322933,0.523011,4.668545,2.024107
Sweden,1994,0.282281,1.061166,0.476305,5.324974,0.522339,4.661501,2.049173
Sweden,1995,0.282279,1.061519,0.477199,5.326463,0.523718,4.65194,2.057752
Sweden,1996,0.282134,1.061636,0.480608,5.326811,0.529382,4.637968,2.021313
Sweden,1997,0.281871,1.061602,0.487225,5.326556,0.540505,4.616927,1.93236
Sweden,1998,0.28155,1.06148,0.495772,5.325786,0.552651,4.594406,1.824678
Sweden,1999,0.281245,1.061351,0.503802,5.324956,0.565431,4.57244,1.732275
Sweden,2000,0.281054,1.06138,0.509672,5.324796,0.57525,4.560509,1.689706
Sweden,2001,0.280903,1.061578,0.513224,5.324911,0.58719,4.555148,1.684808
Sweden,2002,0.280762,1.06203,0.516315,5.325601,0.602489,4.552223,1.683102
Sweden,2003,0.280627,1.062509,0.519966,5.326196,0.617815,4.551847,1.684414
Sweden,2004,0.280503,1.062891,0.523016,5.326561,0.628932,4.553656,1.688376
Sweden,2005,0.280393,1.063027,0.525851,5.326294,0.63371,4.552112,1.694843
Sweden,2006,0.280201,1.062706,0.529142,5.324279,0.632747,4.553118,1.716299
Sweden,2007,0.279868,1.061957,0.532454,5.320122,0.62928,4.55514,1.75626
Sweden,2008,0.279461,1.061045,0.536001,5.31508,0.625214,4.556682,1.8017
Sweden,2009,0.279036,1.060232,0.539912,5.310518,0.622104,4.557249,1.83905
Sweden,2010,0.278647,1.059713,0.543179,5.307457,0.622179,4.554698,1.855075
Sweden,2011,0.278128,1.059432,0.546754,5.305528,0.626063,4.548765,1.850604
Sweden,2012,0.277314,1.059135,0.55088,5.303474,0.634301,4.541678,1.835134
Sweden,2013,0.276273,1.058865,0.555076,5.301412,0.647249,4.533727,1.808595
Sweden,2014,0.275014,1.058557,0.559841,5.299064,0.663567,4.524133,1.770598
Sweden,2015,0.2736,1.058289,0.564692,5.297058,0.683427,4.513444,1.721177
Sweden,2016,0.272043,1.058056,0.569377,5.295184,0.706037,4.50042,1.659861
Sweden,2017,0.270392,1.05793,0.574608,5.293837,0.729285,4.487911,1.586588
Switzerland,1990,0.261624,0.952651,0.52441,5.325118,1.226573,4.198059,1.392477
Switzerland,1991,0.261805,0.953019,0.526078,5.327033,1.226288,4.198965,1.411172
Switzerland,1992,0.261908,0.953364,0.529025,5.329123,1.224909,4.198944,1.427524
Switzerland,1993,0.261937,0.953647,0.531215,5.330966,1.22256,4.194566,1.440538
Switzerland,1994,0.261912,0.953921,0.533761,5.332857,1.218606,4.189098,1.449243
Switzerland,1995,0.261835,0.954152,0.535762,5.334686,1.2149,4.182453,1.452597
Switzerland,1996,0.261562,0.954115,0.538313,5.334947,1.21603,4.166359,1.451969
Switzerland,1997,0.261056,0.953767,0.541911,5.333543,1.222151,4.139134,1.449761
Switzerland,1998,0.260462,0.953269,0.544442,5.331282,1.230667,4.103192,1.446592
Switzerland,1999,0.259946,0.952876,0.547168,5.329464,1.237617,4.068594,1.443233
Switzerland,2000,0.259671,0.952817,0.548959,5.329377,1.235737,4.037036,1.440519
Switzerland,2001,0.259731,0.952859,0.550014,5.333566,1.226598,4.010965,1.438858
Switzerland,2002,0.260034,0.952766,0.549687,5.342342,1.211408,3.982328,1.437574
Switzerland,2003,0.260427,0.95257,0.551173,5.35221,1.195469,3.957172,1.436158
Switzerland,2004,0.260781,0.952414,0.552337,5.360327,1.176546,3.931354,1.433958
Switzerland,2005,0.260955,0.952402,0.552386,5.363574,1.157389,3.904418,1.430229
Switzerland,2006,0.260982,0.952383,0.553715,5.362595,1.134137,3.879094,1.42292
Switzerland,2007,0.261012,0.952273,0.557832,5.361002,1.102168,3.852081,1.41197
Switzerland,2008,0.261048,0.952114,0.561656,5.359066,1.069256,3.826025,1.40029
Switzerland,2009,0.261083,0.951921,0.564658,5.356936,1.041678,3.802627,1.390568
Switzerland,2010,0.261131,0.95181,0.56666,5.355085,1.027705,3.784536,1.385584
Switzerland,2011,0.261199,0.951758,0.567972,5.353578,1.021057,3.769659,1.383849
Switzerland,2012,0.261315,0.951859,0.569469,5.353,1.015777,3.755501,1.382011
Switzerland,2013,0.261477,0.952091,0.570145,5.35321,1.011389,3.743814,1.38039
Switzerland,2014,0.261684,0.952453,0.571511,5.354199,1.008266,3.731711,1.3792
Switzerland,2015,0.26192,0.952894,0.572819,5.355516,1.00538,3.721917,1.378581
Switzerland,2016,0.262198,0.953442,0.573503,5.357419,1.00519,3.714226,1.378729
Switzerland,2017,0.262487,0.953996,0.573969,5.359393,1.006218,3.70806,1.37969
Taiwan,1990,0.241384,0.345375,0.169496,3.376177,0.796641,2.844826,1.7282
Taiwan,1991,0.241689,0.345833,0.173219,3.380525,0.78774,2.855959,1.735633
Taiwan,1992,0.242103,0.346306,0.177145,3.384802,0.780024,2.867424,1.742807
Taiwan,1993,0.242585,0.346775,0.180376,3.389253,0.774381,2.878329,1.749375
Taiwan,1994,0.243108,0.347224,0.184547,3.393333,0.771384,2.887074,1.75539
Taiwan,1995,0.243623,0.347643,0.188196,3.398287,0.771716,2.896151,1.759891
Taiwan,1996,0.244513,0.348094,0.191912,3.403149,0.774591,2.905766,1.763827
Taiwan,1997,0.245948,0.348618,0.195654,3.407571,0.78062,2.91862,1.768144
Taiwan,1998,0.247571,0.349154,0.199858,3.411825,0.786774,2.930711,1.772572
Taiwan,1999,0.249058,0.349673,0.202992,3.415798,0.794522,2.9434,1.77717
Taiwan,2000,0.25005,0.350125,0.206111,3.420549,0.802014,2.955417,1.781252
Taiwan,2001,0.250723,0.350549,0.208852,3.426023,0.808343,2.965065,1.790528
Taiwan,2002,0.251458,0.351016,0.21105,3.432269,0.81695,2.973479,1.808243
Taiwan,2003,0.252175,0.351456,0.213656,3.438339,0.825575,2.98285,1.830151
Taiwan,2004,0.252816,0.351839,0.215872,3.443214,0.832879,2.99102,1.852182
Taiwan,2005,0.253317,0.352121,0.218203,3.44697,0.840246,2.999876,1.869976
Taiwan,2006,0.253886,0.352298,0.220073,3.448132,0.846027,3.007156,1.886897
Taiwan,2007,0.254683,0.352384,0.221842,3.446872,0.851826,3.015172,1.907392
Taiwan,2008,0.255607,0.352431,0.223849,3.44487,0.858188,3.02206,1.929191
Taiwan,2009,0.256529,0.352457,0.225849,3.44295,0.865764,3.026893,1.949686
Taiwan,2010,0.257333,0.352477,0.227501,3.443096,0.871849,3.028983,1.966291
Taiwan,2011,0.258062,0.352493,0.229505,3.444428,0.879166,3.030542,1.980695
Taiwan,2012,0.258838,0.352498,0.231325,3.445436,0.886702,3.030753,1.996229
Taiwan,2013,0.259646,0.352481,0.233199,3.445993,0.894505,3.030585,2.012763
Taiwan,2014,0.26046,0.352433,0.234678,3.445829,0.902378,3.028666,2.029987
Taiwan,2015,0.26129,0.352366,0.236865,3.445642,0.911341,3.024469,2.047974
Taiwan,2016,0.262127,0.352288,0.238783,3.445336,0.920537,3.021449,2.066616
Taiwan,2017,0.262939,0.352169,0.240476,3.444566,0.929592,3.016543,2.085573
Thailand,1990,0.214772,0.529949,0.121902,3.248571,0.751753,2.979739,0.816724
Thailand,1991,0.21589,0.530608,0.124876,3.250578,0.753249,2.994226,0.830684
Thailand,1992,0.217011,0.531299,0.128137,3.253267,0.757215,3.005804,0.84454
Thailand,1993,0.218082,0.531985,0.130918,3.256435,0.762431,3.019329,0.858151
Thailand,1994,0.21905,0.532633,0.133336,3.259934,0.768406,3.033093,0.871374
Thailand,1995,0.21985,0.533173,0.135625,3.263349,0.773351,3.043687,0.884023
Thailand,1996,0.220704,0.533727,0.137774,3.267825,0.79075,3.052955,0.898256
Thailand,1997,0.22177,0.534417,0.139434,3.273845,0.82235,3.064761,0.914241
Thailand,1998,0.222879,0.535165,0.141336,3.280344,0.857609,3.073758,0.928917
Thailand,1999,0.223869,0.535922,0.142587,3.286557,0.887794,3.082819,0.939163
Thailand,2000,0.224566,0.536609,0.143909,3.29135,0.903439,3.09092,0.941828
Thailand,2001,0.225164,0.537351,0.145571,3.295572,0.907508,3.100764,0.935998
Thailand,2002,0.225911,0.538244,0.146923,3.30037,0.909875,3.109344,0.924777
Thailand,2003,0.226703,0.539146,0.147995,3.305091,0.913725,3.118553,0.91115
Thailand,2004,0.227423,0.539885,0.149672,3.308901,0.916717,3.127299,0.898112
Thailand,2005,0.22795,0.54028,0.150724,3.31082,0.917915,3.128016,0.888716
Thailand,2006,0.228422,0.540412,0.152429,3.311819,0.9052,3.125727,0.881982
Thailand,2007,0.229008,0.540496,0.154636,3.313176,0.873104,3.120784,0.875481
Thailand,2008,0.229636,0.540553,0.156639,3.314596,0.834454,3.115786,0.870122
Thailand,2009,0.230244,0.540633,0.1586,3.315926,0.802976,3.109989,0.86686
Thailand,2010,0.230749,0.540729,0.160564,3.316719,0.789129,3.10254,0.866558
Thailand,2011,0.231224,0.540908,0.162663,3.317575,0.789643,3.09972,0.868795
Thailand,2012,0.231746,0.54113,0.164607,3.318707,0.791562,3.096663,0.87242
Thailand,2013,0.232316,0.541419,0.166388,3.320248,0.795457,3.092496,0.877508
Thailand,2014,0.23292,0.54175,0.168323,3.322081,0.802973,3.089677,0.884054
Thailand,2015,0.233556,0.542135,0.169914,3.324273,0.81183,3.085864,0.892095
Thailand,2016,0.23421,0.54256,0.1719,3.326769,0.826159,3.085204,0.901656
Thailand,2017,0.234879,0.543035,0.173202,3.329594,0.846268,3.085057,0.912775
Turkey,1990,0.212907,0.827826,0.213466,3.742554,1.268099,3.788092,0.753007
Turkey,1991,0.213081,0.828415,0.213853,3.718367,1.272132,3.79286,0.749979
Turkey,1992,0.213282,0.829058,0.214836,3.699349,1.276899,3.796957,0.747099
Turkey,1993,0.213497,0.829739,0.216415,3.686106,1.281967,3.79868,0.744493
Turkey,1994,0.213718,0.830416,0.218006,3.678646,1.288639,3.802672,0.742416
Turkey,1995,0.213931,0.831067,0.219473,3.677489,1.294413,3.804783,0.740999
Turkey,1996,0.214213,0.831851,0.224127,3.685219,1.302535,3.810493,0.740146
Turkey,1997,0.214605,0.832829,0.230443,3.701414,1.313887,3.819964,0.73923
Turkey,1998,0.215049,0.833934,0.238518,3.722522,1.32555,3.830476,0.738237
Turkey,1999,0.215471,0.834996,0.245626,3.744283,1.335149,3.84374,0.737101
Turkey,2000,0.215803,0.835917,0.250038,3.762951,1.340213,3.852894,0.735791
Turkey,2001,0.216106,0.836811,0.251977,3.787111,1.33843,3.862663,0.734686
Turkey,2002,0.216481,0.837883,0.254106,3.822469,1.328658,3.872591,0.734192
Turkey,2003,0.216885,0.839061,0.255902,3.860472,1.317867,3.882399,0.734452
Turkey,2004,0.217266,0.84018,0.25741,3.891861,1.310281,3.886961,0.735617
Turkey,2005,0.217583,0.841175,0.259274,3.90803,1.306033,3.883745,0.737853
Turkey,2006,0.217859,0.842177,0.261765,3.910583,1.320698,3.870491,0.742741
Turkey,2007,0.218159,0.843336,0.265131,3.908689,1.356062,3.846446,0.750485
Turkey,2008,0.218471,0.844521,0.269779,3.90467,1.399382,3.816132,0.759104
Turkey,2009,0.218774,0.845549,0.273843,3.900842,1.439692,3.789391,0.76655
Turkey,2010,0.219057,0.846352,0.277947,3.900487,1.46536,3.77003,0.770705
Turkey,2011,0.219329,0.846958,0.28175,3.902846,1.47895,3.760554,0.772363
Turkey,2012,0.219624,0.847524,0.285602,3.905319,1.491982,3.750356,0.77384
Turkey,2013,0.219927,0.84798,0.289922,3.907397,1.503782,3.742349,0.775118
Turkey,2014,0.220248,0.848343,0.294395,3.909085,1.514934,3.7342,0.776235
Turkey,2015,0.220578,0.848601,0.298953,3.910515,1.523937,3.725807,0.77714
Turkey,2016,0.220914,0.848745,0.304162,3.911946,1.531682,3.721385,0.777758
Turkey,2017,0.221252,0.84877,0.308941,3.9134,1.535723,3.718658,0.778079
Ukraine,1990,0.19169,0.684293,0.178687,2.932381,0.622307,4.356022,5.01917
Ukraine,1991,0.191519,0.68422,0.176239,2.935784,0.621933,4.375869,5.080043
Ukraine,1992,0.191262,0.684135,0.173192,2.937874,0.623023,4.394591,5.135332
Ukraine,1993,0.190943,0.68406,0.170338,2.938892,0.624558,4.410799,5.183603
Ukraine,1994,0.190582,0.68399,0.167324,2.938963,0.625941,4.422658,5.223568
Ukraine,1995,0.190193,0.683923,0.164126,2.938281,0.628213,4.428593,5.253499
Ukraine,1996,0.189522,0.683788,0.159959,2.934089,0.631008,4.439765,5.276104
Ukraine,1997,0.188494,0.683565,0.154627,2.925444,0.636004,4.461873,5.293704
Ukraine,1998,0.187387,0.683316,0.150045,2.915301,0.64195,4.484227,5.303666
Ukraine,1999,0.186488,0.683128,0.146146,2.906701,0.647295,4.503236,5.303688
Ukraine,2000,0.186089,0.683111,0.144893,2.902919,0.649712,4.507426,5.291401
Ukraine,2001,0.186118,0.683304,0.145149,2.903718,0.651397,4.497791,5.249041
Ukraine,2002,0.18629,0.683665,0.14642,2.906375,0.651806,4.4786,5.17397
Ukraine,2003,0.186546,0.684106,0.147832,2.910009,0.651523,4.455904,5.086198
Ukraine,2004,0.186837,0.684552,0.149728,2.913717,0.651236,4.430855,5.00611
Ukraine,2005,0.187111,0.684928,0.151573,2.916678,0.651761,4.409427,4.953873
Ukraine,2006,0.187551,0.685278,0.154081,2.920359,0.653134,4.373125,4.938663
Ukraine,2007,0.188245,0.685651,0.156978,2.925917,0.655792,4.316905,4.947065
Ukraine,2008,0.189018,0.686025,0.160751,2.932059,0.658027,4.255071,4.966454
Ukraine,2009,0.189694,0.68634,0.163471,2.937026,0.661327,4.200979,4.984624
Ukraine,2010,0.190093,0.686556,0.166079,2.9394,0.665714,4.166986,4.988823
Ukraine,2011,0.190299,0.686725,0.167427,2.940045,0.670634,4.148908,4.977232
Ukraine,2012,0.190497,0.686898,0.168717,2.940689,0.677111,4.13143,4.955689
Ukraine,2013,0.190671,0.687053,0.169933,2.94123,0.682512,4.115222,4.923653
Ukraine,2014,0.190807,0.687164,0.171129,2.94135,0.689525,4.100437,4.880967
Ukraine,2015,0.190897,0.687257,0.171895,2.941461,0.696882,4.090187,4.826954
Ukraine,2016,0.190957,0.687417,0.172673,2.941808,0.704197,4.080101,4.762349
Ukraine,2017,0.190966,0.687572,0.172715,2.94177,0.711814,4.071915,4.686883
United Arab Emirates,1990,0.204919,0.798055,0.297525,4.265334,1.947121,3.057251,0.75956
United Arab Emirates,1991,0.205108,0.798778,0.294119,4.266963,2.000419,3.062559,0.763579
United Arab Emirates,1992,0.20534,0.7995,0.291366,4.268015,2.053521,3.065181,0.76701
United Arab Emirates,1993,0.205606,0.800181,0.2889,4.267438,2.114156,3.064991,0.769888
United Arab Emirates,1994,0.205882,0.800773,0.287729,4.265525,2.175,3.063986,0.772132
United Arab Emirates,1995,0.206155,0.801283,0.286819,4.263727,2.238767,3.062633,0.773615
United Arab Emirates,1996,0.20651,0.801766,0.286753,4.262853,2.30938,3.058048,0.773936
United Arab Emirates,1997,0.207008,0.802368,0.286588,4.262506,2.390573,3.050694,0.773156
United Arab Emirates,1998,0.207565,0.802966,0.286854,4.261825,2.47115,3.037637,0.771789
United Arab Emirates,1999,0.20811,0.803504,0.287217,4.261192,2.540837,3.026213,0.770277
United Arab Emirates,2000,0.20857,0.803981,0.287531,4.261773,2.587573,3.016994,0.768946
United Arab Emirates,2001,0.209059,0.804486,0.28809,4.264158,2.613926,3.00851,0.767478
United Arab Emirates,2002,0.20969,0.805149,0.289073,4.268195,2.632782,3.000685,0.765597
United Arab Emirates,2003,0.210353,0.805833,0.289831,4.272578,2.652167,2.991238,0.763644
United Arab Emirates,2004,0.210945,0.806436,0.290831,4.27665,2.671171,2.981863,0.761808
United Arab Emirates,2005,0.211353,0.806885,0.290944,4.280133,2.687987,2.969513,0.760163
United Arab Emirates,2006,0.211674,0.80729,0.28999,4.284136,2.722001,2.954305,0.75826
United Arab Emirates,2007,0.212188,0.8053,0.28118,4.258107,2.823918,2.925635,0.761583
United Arab Emirates,2008,0.212683,0.803302,0.27168,4.2307,2.935356,2.896171,0.765193
United Arab Emirates,2009,0.213088,0.801115,0.262274,4.20029,3.041112,2.86936,0.76949
United Arab Emirates,2010,0.213138,0.80147,0.260129,4.200126,3.059998,2.860907,0.768782
United Arab Emirates,2011,0.213037,0.801993,0.25959,4.202652,3.055161,2.857147,0.76795
United Arab Emirates,2012,0.212867,0.80248,0.259064,4.206182,3.046003,2.853733,0.766893
United Arab Emirates,2013,0.212624,0.803055,0.259351,4.212596,3.035245,2.852341,0.765388
United Arab Emirates,2014,0.212287,0.803767,0.259353,4.222585,3.014051,2.854572,0.763282
United Arab Emirates,2015,0.211855,0.804646,0.259418,4.235686,2.985105,2.859825,0.760746
United Arab Emirates,2016,0.211336,0.805597,0.260497,4.250193,2.951503,2.868621,0.758189
United Arab Emirates,2017,0.210718,0.806413,0.262207,4.263912,2.915549,2.877426,0.755908
United States,1990,0.340897,0.653706,0.468676,6.576884,2.367794,4.677591,2.173751
United States,1991,0.338913,0.653953,0.473575,6.553351,2.345466,4.660871,2.139292
United States,1992,0.337343,0.654205,0.47861,6.536143,2.339515,4.651949,2.107931
United States,1993,0.336207,0.654431,0.483539,6.525536,2.347095,4.648701,2.080669
United States,1994,0.335536,0.65462,0.488235,6.522278,2.365738,4.649294,2.058632
United States,1995,0.335363,0.654721,0.492368,6.526489,2.392582,4.650869,2.042931
United States,1996,0.335806,0.654749,0.496752,6.578023,2.456048,4.662902,2.033987
United States,1997,0.336797,0.65472,0.50156,6.688847,2.564591,4.689154,2.03059
United States,1998,0.338085,0.654658,0.506483,6.818473,2.688823,4.720716,2.031176
United States,1999,0.33941,0.654564,0.511072,6.926351,2.800595,4.749991,2.034175
United States,2000,0.340512,0.654443,0.514863,6.971563,2.869426,4.766992,2.038026
United States,2001,0.341186,0.654371,0.518306,6.971995,2.905605,4.774031,2.043577
United States,2002,0.341483,0.654349,0.52217,6.971891,2.936109,4.778244,2.05148
United States,2003,0.341535,0.654343,0.52613,6.970935,2.96264,4.78168,2.059815
United States,2004,0.341472,0.654313,0.529332,6.968875,2.983414,4.785232,2.066706
United States,2005,0.341427,0.654228,0.531157,6.965249,2.998771,4.791258,2.070251
United States,2006,0.341031,0.65408,0.532178,6.937038,3.000826,4.793213,2.063498
United States,2007,0.340069,0.653896,0.533067,6.875454,2.989141,4.786623,2.045624
United States,2008,0.338901,0.653691,0.533768,6.801899,2.974336,4.776402,2.023935
United States,2009,0.337887,0.653468,0.534175,6.73779,2.966808,4.76595,2.005749
United States,2010,0.33739,0.653247,0.534076,6.704455,2.977144,4.761551,1.998437
United States,2011,0.33719,0.653008,0.533199,6.693384,3.007049,4.762322,1.999569
United States,2012,0.336852,0.652748,0.531514,6.682107,3.05234,4.765481,2.001951
United States,2013,0.336404,0.652479,0.528946,6.671047,3.110712,4.772422,2.005814
United States,2014,0.33586,0.652195,0.52599,6.660473,3.181115,4.782222,2.011345
United States,2015,0.335243,0.65189,0.522109,6.650662,3.262674,4.795954,2.018738
United States,2016,0.334578,0.651569,0.517728,6.642099,3.353142,4.813114,2.028263
United States,2017,0.33389,0.651236,0.512844,6.635055,3.452476,4.83561,2.040087
Vietnam,1990,0.222736,0.5392,0.083484,2.036842,0.615661,2.919093,1.500754
Vietnam,1991,0.223311,0.539395,0.08426,2.03596,0.617621,2.918349,1.505008
Vietnam,1992,0.223929,0.5396,0.085277,2.035157,0.619294,2.91875,1.509042
Vietnam,1993,0.224571,0.539822,0.086063,2.034467,0.621353,2.918466,1.512758
Vietnam,1994,0.225205,0.540044,0.087393,2.033821,0.623611,2.919505,1.515986
Vietnam,1995,0.225797,0.540275,0.088194,2.033583,0.625367,2.919847,1.518523
Vietnam,1996,0.226598,0.540568,0.089382,2.03356,0.628344,2.919639,1.520877
Vietnam,1997,0.227722,0.540984,0.090627,2.034222,0.630889,2.921794,1.523472
Vietnam,1998,0.228974,0.541495,0.091866,2.035245,0.634996,2.925502,1.526313
Vietnam,1999,0.230154,0.542055,0.093638,2.036239,0.637321,2.929882,1.529365
Vietnam,2000,0.23105,0.54262,0.09531,2.037101,0.640989,2.929392,1.532477
Vietnam,2001,0.231831,0.543266,0.096805,2.035679,0.642858,2.929637,1.536203
Vietnam,2002,0.232741,0.544103,0.098532,2.032028,0.644563,2.927853,1.540911
Vietnam,2003,0.233698,0.545031,0.100451,2.027715,0.646827,2.926208,1.546416
Vietnam,2004,0.234611,0.545941,0.101796,2.024291,0.648217,2.924382,1.552511
Vietnam,2005,0.235363,0.546672,0.103511,2.023393,0.649577,2.923107,1.558684
Vietnam,2006,0.236038,0.547208,0.105386,2.023866,0.652337,2.918925,1.576124
Vietnam,2007,0.236773,0.547716,0.107265,2.024573,0.655125,2.91297,1.60935
Vietnam,2008,0.237512,0.548168,0.109161,2.025459,0.657372,2.907162,1.648056
Vietnam,2009,0.238224,0.548607,0.111049,2.026705,0.660234,2.901149,1.682082
Vietnam,2010,0.238863,0.549044,0.113015,2.028608,0.663104,2.896072,1.701023
Vietnam,2011,0.239504,0.549497,0.115109,2.031183,0.666203,2.89142,1.708863
Vietnam,2012,0.24023,0.549977,0.117147,2.034898,0.669358,2.888482,1.716126
Vietnam,2013,0.241026,0.550479,0.119353,2.039645,0.673579,2.884934,1.722689
Vietnam,2014,0.241883,0.551005,0.121583,2.045305,0.677829,2.882767,1.728448
Vietnam,2015,0.242783,0.551548,0.123609,2.051937,0.682933,2.88175,1.733233
Vietnam,2016,0.243709,0.552084,0.126256,2.059037,0.687896,2.879813,1.736929
Vietnam,2017,0.244663,0.552653,0.128466,2.066871,0.693534,2.87945,1.739466
Zimbabwe,1990,0.161705,0.604537,0.138791,3.078261,0.73872,3.040364,1.447595
Zimbabwe,1991,0.162024,0.60511,0.139554,3.081906,0.743215,3.060225,1.45059
Zimbabwe,1992,0.162306,0.60566,0.140228,3.085368,0.748211,3.077426,1.453971
Zimbabwe,1993,0.162544,0.606181,0.14089,3.088568,0.752966,3.089601,1.457658
Zimbabwe,1994,0.16274,0.606701,0.141514,3.091593,0.755443,3.100224,1.461564
Zimbabwe,1995,0.162886,0.6072,0.141834,3.094271,0.756947,3.107312,1.465559
Zimbabwe,1996,0.162987,0.607649,0.142153,3.09663,0.757612,3.105739,1.47071
Zimbabwe,1997,0.163035,0.607977,0.142363,3.098486,0.755849,3.094765,1.477031
Zimbabwe,1998,0.163029,0.608195,0.14217,3.099782,0.75283,3.083283,1.483105
Zimbabwe,1999,0.162963,0.608294,0.142084,3.100378,0.749318,3.074554,1.487476
Zimbabwe,2000,0.162836,0.608295,0.141898,3.100264,0.746757,3.069722,1.488815
Zimbabwe,2001,0.162513,0.608099,0.140559,3.098659,0.741341,3.072727,1.487509
Zimbabwe,2002,0.161932,0.607692,0.138497,3.095492,0.733791,3.080942,1.485264
